Population,NAME,state,county,tract,county_name
2173,"Census Tract 732, Kings County, New York",36,047,073200,Kings
1818,"Census Tract 734, Kings County, New York",36,047,073400,Kings
3473,"Census Tract 736, Kings County, New York",36,047,073600,Kings
3290,"Census Tract 738, Kings County, New York",36,047,073800,Kings
3446,"Census Tract 740, Kings County, New York",36,047,074000,Kings
3023,"Census Tract 742, Kings County, New York",36,047,074200,Kings
2481,"Census Tract 744, Kings County, New York",36,047,074400,Kings
2100,"Census Tract 746, Kings County, New York",36,047,074600,Kings
1936,"Census Tract 748, Kings County, New York",36,047,074800,Kings
2928,"Census Tract 750, Kings County, New York",36,047,075000,Kings
1042,"Census Tract 752, Kings County, New York",36,047,075200,Kings
1402,"Census Tract 754, Kings County, New York",36,047,075400,Kings
1934,"Census Tract 756, Kings County, New York",36,047,075600,Kings
2005,"Census Tract 758, Kings County, New York",36,047,075800,Kings
2832,"Census Tract 760, Kings County, New York",36,047,076000,Kings
4391,"Census Tract 762, Kings County, New York",36,047,076200,Kings
3783,"Census Tract 764, Kings County, New York",36,047,076400,Kings
1990,"Census Tract 766, Kings County, New York",36,047,076600,Kings
4049,"Census Tract 768, Kings County, New York",36,047,076800,Kings
2776,"Census Tract 770, Kings County, New York",36,047,077000,Kings
3070,"Census Tract 772, Kings County, New York",36,047,077200,Kings
3029,"Census Tract 774, Kings County, New York",36,047,077400,Kings
3784,"Census Tract 776, Kings County, New York",36,047,077600,Kings
2197,"Census Tract 780, Kings County, New York",36,047,078000,Kings
4081,"Census Tract 782, Kings County, New York",36,047,078200,Kings
2441,"Census Tract 784, Kings County, New York",36,047,078400,Kings
2374,"Census Tract 786.01, Kings County, New York",36,047,078601,Kings
2073,"Census Tract 786.02, Kings County, New York",36,047,078602,Kings
2040,"Census Tract 788.01, Kings County, New York",36,047,078801,Kings
1328,"Census Tract 788.02, Kings County, New York",36,047,078802,Kings
1347,"Census Tract 790.01, Kings County, New York",36,047,079001,Kings
3769,"Census Tract 790.02, Kings County, New York",36,047,079002,Kings
1743,"Census Tract 792.01, Kings County, New York",36,047,079201,Kings
3171,"Census Tract 792.02, Kings County, New York",36,047,079202,Kings
2742,"Census Tract 794, Kings County, New York",36,047,079400,Kings
4125,"Census Tract 796.01, Kings County, New York",36,047,079601,Kings
4489,"Census Tract 796.02, Kings County, New York",36,047,079602,Kings
2957,"Census Tract 798.01, Kings County, New York",36,047,079801,Kings
5647,"Census Tract 798.02, Kings County, New York",36,047,079802,Kings
3562,"Census Tract 800, Kings County, New York",36,047,080000,Kings
4521,"Census Tract 802, Kings County, New York",36,047,080200,Kings
3327,"Census Tract 804, Kings County, New York",36,047,080400,Kings
3781,"Census Tract 806, Kings County, New York",36,047,080600,Kings
1940,"Census Tract 808, Kings County, New York",36,047,080800,Kings
2907,"Census Tract 810, Kings County, New York",36,047,081000,Kings
3121,"Census Tract 814, Kings County, New York",36,047,081400,Kings
2580,"Census Tract 816, Kings County, New York",36,047,081600,Kings
4830,"Census Tract 818, Kings County, New York",36,047,081800,Kings
5495,"Census Tract 820, Kings County, New York",36,047,082000,Kings
7201,"Census Tract 822, Kings County, New York",36,047,082200,Kings
4963,"Census Tract 824, Kings County, New York",36,047,082400,Kings
5165,"Census Tract 826, Kings County, New York",36,047,082600,Kings
4206,"Census Tract 828, Kings County, New York",36,047,082800,Kings
6167,"Census Tract 830, Kings County, New York",36,047,083000,Kings
2362,"Census Tract 832, Kings County, New York",36,047,083200,Kings
1733,"Census Tract 834, Kings County, New York",36,047,083400,Kings
2160,"Census Tract 836, Kings County, New York",36,047,083600,Kings
2226,"Census Tract 838, Kings County, New York",36,047,083800,Kings
2324,"Census Tract 840, Kings County, New York",36,047,084000,Kings
1986,"Census Tract 846, Kings County, New York",36,047,084600,Kings
1728,"Census Tract 848, Kings County, New York",36,047,084800,Kings
1509,"Census Tract 850, Kings County, New York",36,047,085000,Kings
32,"Census Tract 852, Kings County, New York",36,047,085200,Kings
1962,"Census Tract 854, Kings County, New York",36,047,085400,Kings
3568,"Census Tract 856, Kings County, New York",36,047,085600,Kings
2474,"Census Tract 858, Kings County, New York",36,047,085800,Kings
3809,"Census Tract 860, Kings County, New York",36,047,086000,Kings
3427,"Census Tract 862, Kings County, New York",36,047,086200,Kings
2499,"Census Tract 864, Kings County, New York",36,047,086400,Kings
3385,"Census Tract 866, Kings County, New York",36,047,086600,Kings
3413,"Census Tract 868, Kings County, New York",36,047,086800,Kings
3570,"Census Tract 870, Kings County, New York",36,047,087000,Kings
3128,"Census Tract 872, Kings County, New York",36,047,087200,Kings
3740,"Census Tract 874.01, Kings County, New York",36,047,087401,Kings
2098,"Census Tract 876, Kings County, New York",36,047,087600,Kings
2730,"Census Tract 878, Kings County, New York",36,047,087800,Kings
2127,"Census Tract 880.01, Kings County, New York",36,047,088001,Kings
1374,"Census Tract 880.02, Kings County, New York",36,047,088002,Kings
6804,"Census Tract 882, Kings County, New York",36,047,088200,Kings
5513,"Census Tract 884, Kings County, New York",36,047,088400,Kings
4547,"Census Tract 886, Kings County, New York",36,047,088600,Kings
4001,"Census Tract 888, Kings County, New York",36,047,088800,Kings
6683,"Census Tract 890, Kings County, New York",36,047,089000,Kings
3673,"Census Tract 892, Kings County, New York",36,047,089200,Kings
3834,"Census Tract 894, Kings County, New York",36,047,089400,Kings
4081,"Census Tract 896, Kings County, New York",36,047,089600,Kings
2329,"Census Tract 898, Kings County, New York",36,047,089800,Kings
5434,"Census Tract 900, Kings County, New York",36,047,090000,Kings
3817,"Census Tract 902, Kings County, New York",36,047,090200,Kings
4534,"Census Tract 906, Kings County, New York",36,047,090600,Kings
5893,"Census Tract 908, Kings County, New York",36,047,090800,Kings
5814,"Census Tract 910, Kings County, New York",36,047,091000,Kings
6572,"Census Tract 912, Kings County, New York",36,047,091200,Kings
5309,"Census Tract 916, Kings County, New York",36,047,091600,Kings
2703,"Census Tract 918, Kings County, New York",36,047,091800,Kings
3491,"Census Tract 920, Kings County, New York",36,047,092000,Kings
3031,"Census Tract 922, Kings County, New York",36,047,092200,Kings
3628,"Census Tract 924, Kings County, New York",36,047,092400,Kings
2861,"Census Tract 928, Kings County, New York",36,047,092800,Kings
2567,"Census Tract 930, Kings County, New York",36,047,093000,Kings
1277,"Census Tract 932, Kings County, New York",36,047,093200,Kings
2466,"Census Tract 934, Kings County, New York",36,047,093400,Kings
1854,"Census Tract 936, Kings County, New York",36,047,093600,Kings
2662,"Census Tract 938, Kings County, New York",36,047,093800,Kings
3447,"Census Tract 944.01, Kings County, New York",36,047,094401,Kings
2810,"Census Tract 944.02, Kings County, New York",36,047,094402,Kings
2079,"Census Tract 946, Kings County, New York",36,047,094600,Kings
3170,"Census Tract 950, Kings County, New York",36,047,095000,Kings
5156,"Census Tract 954, Kings County, New York",36,047,095400,Kings
4391,"Census Tract 956, Kings County, New York",36,047,095600,Kings
3770,"Census Tract 958, Kings County, New York",36,047,095800,Kings
6,"Census Tract 960, Kings County, New York",36,047,096000,Kings
1701,"Census Tract 962, Kings County, New York",36,047,096200,Kings
2621,"Census Tract 964, Kings County, New York",36,047,096400,Kings
2353,"Census Tract 966, Kings County, New York",36,047,096600,Kings
1555,"Census Tract 968, Kings County, New York",36,047,096800,Kings
2357,"Census Tract 970, Kings County, New York",36,047,097000,Kings
2911,"Census Tract 974, Kings County, New York",36,047,097400,Kings
4076,"Census Tract 982, Kings County, New York",36,047,098200,Kings
2074,"Census Tract 984, Kings County, New York",36,047,098400,Kings
2814,"Census Tract 986, Kings County, New York",36,047,098600,Kings
3083,"Census Tract 988, Kings County, New York",36,047,098800,Kings
1652,"Census Tract 990, Kings County, New York",36,047,099000,Kings
2056,"Census Tract 992, Kings County, New York",36,047,099200,Kings
2116,"Census Tract 994, Kings County, New York",36,047,099400,Kings
4052,"Census Tract 996, Kings County, New York",36,047,099600,Kings
4234,"Census Tract 998, Kings County, New York",36,047,099800,Kings
2901,"Census Tract 1004, Kings County, New York",36,047,100400,Kings
2662,"Census Tract 1006, Kings County, New York",36,047,100600,Kings
2189,"Census Tract 1008, Kings County, New York",36,047,100800,Kings
2605,"Census Tract 1010, Kings County, New York",36,047,101000,Kings
2115,"Census Tract 1012, Kings County, New York",36,047,101200,Kings
2268,"Census Tract 1014, Kings County, New York",36,047,101400,Kings
1551,"Census Tract 1016, Kings County, New York",36,047,101600,Kings
2030,"Census Tract 1018, Kings County, New York",36,047,101800,Kings
2186,"Census Tract 1020, Kings County, New York",36,047,102000,Kings
2313,"Census Tract 1022, Kings County, New York",36,047,102200,Kings
2257,"Census Tract 1024, Kings County, New York",36,047,102400,Kings
2973,"Census Tract 1026, Kings County, New York",36,047,102600,Kings
1754,"Census Tract 1028.01, Kings County, New York",36,047,102801,Kings
5,"Census Tract 1028.02, Kings County, New York",36,047,102802,Kings
3980,"Census Tract 1034.01, Kings County, New York",36,047,103401,Kings
0,"Census Tract 1034.02, Kings County, New York",36,047,103402,Kings
7013,"Census Tract 1058.01, Kings County, New York",36,047,105801,Kings
6482,"Census Tract 1058.04, Kings County, New York",36,047,105804,Kings
3543,"Census Tract 1070.01, Kings County, New York",36,047,107001,Kings
0,"Census Tract 1070.02, Kings County, New York",36,047,107002,Kings
0,"Census Tract 1070.03, Kings County, New York",36,047,107003,Kings
4112,"Census Tract 1078, Kings County, New York",36,047,107800,Kings
2290,"Census Tract 1098, Kings County, New York",36,047,109800,Kings
5068,"Census Tract 1104, Kings County, New York",36,047,110400,Kings
4558,"Census Tract 1106, Kings County, New York",36,047,110600,Kings
3037,"Census Tract 1110, Kings County, New York",36,047,111000,Kings
3434,"Census Tract 1116, Kings County, New York",36,047,111600,Kings
3507,"Census Tract 1118, Kings County, New York",36,047,111800,Kings
3480,"Census Tract 1120, Kings County, New York",36,047,112000,Kings
3514,"Census Tract 1122, Kings County, New York",36,047,112200,Kings
4288,"Census Tract 1124, Kings County, New York",36,047,112400,Kings
4368,"Census Tract 1126, Kings County, New York",36,047,112600,Kings
4461,"Census Tract 1128, Kings County, New York",36,047,112800,Kings
4460,"Census Tract 1130, Kings County, New York",36,047,113000,Kings
2427,"Census Tract 1132, Kings County, New York",36,047,113200,Kings
2658,"Census Tract 1134, Kings County, New York",36,047,113400,Kings
1880,"Census Tract 1142.01, Kings County, New York",36,047,114201,Kings
2670,"Census Tract 1142.02, Kings County, New York",36,047,114202,Kings
2414,"Census Tract 1144, Kings County, New York",36,047,114400,Kings
3134,"Census Tract 1146, Kings County, New York",36,047,114600,Kings
3123,"Census Tract 1150, Kings County, New York",36,047,115000,Kings
3496,"Census Tract 1152, Kings County, New York",36,047,115200,Kings
4452,"Census Tract 1156, Kings County, New York",36,047,115600,Kings
3260,"Census Tract 1158, Kings County, New York",36,047,115800,Kings
2630,"Census Tract 1160, Kings County, New York",36,047,116000,Kings
2374,"Census Tract 1162, Kings County, New York",36,047,116200,Kings
3275,"Census Tract 1164, Kings County, New York",36,047,116400,Kings
3484,"Census Tract 1166, Kings County, New York",36,047,116600,Kings
2273,"Census Tract 1168, Kings County, New York",36,047,116800,Kings
1974,"Census Tract 1170, Kings County, New York",36,047,117000,Kings
2602,"Census Tract 1172.01, Kings County, New York",36,047,117201,Kings
4266,"Census Tract 1172.02, Kings County, New York",36,047,117202,Kings
4331,"Census Tract 1174, Kings County, New York",36,047,117400,Kings
2760,"Census Tract 1176.01, Kings County, New York",36,047,117601,Kings
3492,"Census Tract 1176.02, Kings County, New York",36,047,117602,Kings
1820,"Census Tract 1178, Kings County, New York",36,047,117800,Kings
7,"Census Tract 1180, Kings County, New York",36,047,118000,Kings
3345,"Census Tract 1182.01, Kings County, New York",36,047,118201,Kings
3275,"Census Tract 1182.02, Kings County, New York",36,047,118202,Kings
5434,"Census Tract 1184, Kings County, New York",36,047,118400,Kings
3147,"Census Tract 1186, Kings County, New York",36,047,118600,Kings
5156,"Census Tract 1188, Kings County, New York",36,047,118800,Kings
2217,"Census Tract 1190, Kings County, New York",36,047,119000,Kings
3636,"Census Tract 1192, Kings County, New York",36,047,119200,Kings
4320,"Census Tract 1194, Kings County, New York",36,047,119400,Kings
6458,"Census Tract 1196, Kings County, New York",36,047,119600,Kings
3696,"Census Tract 1198, Kings County, New York",36,047,119800,Kings
2873,"Census Tract 1200, Kings County, New York",36,047,120000,Kings
1972,"Census Tract 1202, Kings County, New York",36,047,120200,Kings
3999,"Census Tract 1208.01, Kings County, New York",36,047,120801,Kings
3770,"Census Tract 1208.02, Kings County, New York",36,047,120802,Kings
2010,"Census Tract 1208.03, Kings County, New York",36,047,120803,Kings
3688,"Census Tract 1210, Kings County, New York",36,047,121000,Kings
4100,"Census Tract 1214, Kings County, New York",36,047,121400,Kings
6169,"Census Tract 1220, Kings County, New York",36,047,122000,Kings
8586,"Census Tract 1237, Kings County, New York",36,047,123700,Kings
2616,"Census Tract 1502, Kings County, New York",36,047,150200,Kings
3287,"Census Tract 1522, Kings County, New York",36,047,152200,Kings
0,"Census Tract 9901, Kings County, New York",36,047,990100,Kings
4659,"Census Tract 1.01, Queens County, New York",36,081,000101,Queens
7484,"Census Tract 1.02, Queens County, New York",36,081,000102,Queens
33,"Census Tract 1.03, Queens County, New York",36,081,000103,Queens
27,"Census Tract 1.04, Queens County, New York",36,081,000104,Queens
3084,"Census Tract 2, Queens County, New York",36,081,000200,Queens
4918,"Census Tract 4, Queens County, New York",36,081,000400,Queens
4177,"Census Tract 6, Queens County, New York",36,081,000600,Queens
3460,"Census Tract 7.01, Queens County, New York",36,081,000701,Queens
4260,"Census Tract 7.02, Queens County, New York",36,081,000702,Queens
3580,"Census Tract 8, Queens County, New York",36,081,000800,Queens
3789,"Census Tract 10, Queens County, New York",36,081,001000,Queens
4183,"Census Tract 12, Queens County, New York",36,081,001200,Queens
4114,"Census Tract 14, Queens County, New York",36,081,001400,Queens
3041,"Census Tract 16, Queens County, New York",36,081,001600,Queens
3044,"Census Tract 18, Queens County, New York",36,081,001800,Queens
1434,"Census Tract 19.01, Queens County, New York",36,081,001901,Queens
8645,"Census Tract 19.02, Queens County, New York",36,081,001902,Queens
2214,"Census Tract 19.03, Queens County, New York",36,081,001903,Queens
1871,"Census Tract 20, Queens County, New York",36,081,002000,Queens
2290,"Census Tract 22, Queens County, New York",36,081,002200,Queens
2195,"Census Tract 24, Queens County, New York",36,081,002400,Queens
7242,"Census Tract 25, Queens County, New York",36,081,002500,Queens
2150,"Census Tract 26, Queens County, New York",36,081,002600,Queens
3304,"Census Tract 28, Queens County, New York",36,081,002800,Queens
1479,"Census Tract 30, Queens County, New York",36,081,003000,Queens
2157,"Census Tract 31, Queens County, New York",36,081,003100,Queens
1791,"Census Tract 32, Queens County, New York",36,081,003200,Queens
4399,"Census Tract 33.01, Queens County, New York",36,081,003301,Queens
2166,"Census Tract 33.02, Queens County, New York",36,081,003302,Queens
2442,"Census Tract 34, Queens County, New York",36,081,003400,Queens
4195,"Census Tract 36, Queens County, New York",36,081,003600,Queens
2,"Census Tract 37, Queens County, New York",36,081,003700,Queens
2490,"Census Tract 38, Queens County, New York",36,081,003800,Queens
1462,"Census Tract 39, Queens County, New York",36,081,003900,Queens
2403,"Census Tract 40.01, Queens County, New York",36,081,004001,Queens
1361,"Census Tract 40.02, Queens County, New York",36,081,004002,Queens
4505,"Census Tract 42, Queens County, New York",36,081,004200,Queens
2326,"Census Tract 43, Queens County, New York",36,081,004300,Queens
3916,"Census Tract 44.01, Queens County, New York",36,081,004401,Queens
3252,"Census Tract 45, Queens County, New York",36,081,004500,Queens
4090,"Census Tract 47, Queens County, New York",36,081,004700,Queens
0,"Census Tract 50, Queens County, New York",36,081,005000,Queens
2512,"Census Tract 51, Queens County, New York",36,081,005100,Queens
3080,"Census Tract 52, Queens County, New York",36,081,005200,Queens
5397,"Census Tract 53, Queens County, New York",36,081,005300,Queens
5609,"Census Tract 54, Queens County, New York",36,081,005400,Queens
1367,"Census Tract 55, Queens County, New York",36,081,005500,Queens
4277,"Census Tract 57, Queens County, New York",36,081,005700,Queens
6194,"Census Tract 58, Queens County, New York",36,081,005800,Queens
4231,"Census Tract 59, Queens County, New York",36,081,005900,Queens
6291,"Census Tract 61, Queens County, New York",36,081,006100,Queens
5389,"Census Tract 62.01, Queens County, New York",36,081,006201,Queens
6949,"Census Tract 62.02, Queens County, New York",36,081,006202,Queens
5877,"Census Tract 63, Queens County, New York",36,081,006300,Queens
3645,"Census Tract 65.01, Queens County, New York",36,081,006501,Queens
4004,"Census Tract 65.02, Queens County, New York",36,081,006502,Queens
5196,"Census Tract 69, Queens County, New York",36,081,006900,Queens
4355,"Census Tract 71, Queens County, New York",36,081,007100,Queens
4470,"Census Tract 73, Queens County, New York",36,081,007300,Queens
4477,"Census Tract 75, Queens County, New York",36,081,007500,Queens
2114,"Census Tract 77, Queens County, New York",36,081,007700,Queens
3628,"Census Tract 79, Queens County, New York",36,081,007900,Queens
1761,"Census Tract 81, Queens County, New York",36,081,008100,Queens
3515,"Census Tract 83, Queens County, New York",36,081,008300,Queens
1979,"Census Tract 85, Queens County, New York",36,081,008500,Queens
2989,"Census Tract 86, Queens County, New York",36,081,008600,Queens
5176,"Census Tract 87, Queens County, New York",36,081,008700,Queens
3449,"Census Tract 88, Queens County, New York",36,081,008800,Queens
2733,"Census Tract 91, Queens County, New York",36,081,009100,Queens
2919,"Census Tract 94, Queens County, New York",36,081,009400,Queens
2510,"Census Tract 95, Queens County, New York",36,081,009500,Queens
3127,"Census Tract 96, Queens County, New York",36,081,009600,Queens
3860,"Census Tract 97, Queens County, New York",36,081,009700,Queens
2631,"Census Tract 98, Queens County, New York",36,081,009800,Queens
0,"Census Tract 99, Queens County, New York",36,081,009900,Queens
3383,"Census Tract 100, Queens County, New York",36,081,010000,Queens
2654,"Census Tract 101, Queens County, New York",36,081,010100,Queens
2866,"Census Tract 102, Queens County, New York",36,081,010200,Queens
4150,"Census Tract 103, Queens County, New York",36,081,010300,Queens
3315,"Census Tract 104, Queens County, New York",36,081,010400,Queens
4641,"Census Tract 105, Queens County, New York",36,081,010500,Queens
3417,"Census Tract 106, Queens County, New York",36,081,010600,Queens
7,"Census Tract 107.01, Queens County, New York",36,081,010701,Queens
3034,"Census Tract 108, Queens County, New York",36,081,010800,Queens
3190,"Census Tract 110, Queens County, New York",36,081,011000,Queens
2902,"Census Tract 111, Queens County, New York",36,081,011100,Queens
2497,"Census Tract 112, Queens County, New York",36,081,011200,Queens
4280,"Census Tract 113, Queens County, New York",36,081,011300,Queens
1539,"Census Tract 114, Queens County, New York",36,081,011400,Queens
2414,"Census Tract 115, Queens County, New York",36,081,011500,Queens
2370,"Census Tract 116, Queens County, New York",36,081,011600,Queens
3840,"Census Tract 117, Queens County, New York",36,081,011700,Queens
2690,"Census Tract 118, Queens County, New York",36,081,011800,Queens
1729,"Census Tract 119, Queens County, New York",36,081,011900,Queens
2385,"Census Tract 120, Queens County, New York",36,081,012000,Queens
2177,"Census Tract 121, Queens County, New York",36,081,012100,Queens
2802,"Census Tract 122, Queens County, New York",36,081,012200,Queens
3272,"Census Tract 123.01, Queens County, New York",36,081,012301,Queens
2873,"Census Tract 124, Queens County, New York",36,081,012400,Queens
1735,"Census Tract 125, Queens County, New York",36,081,012500,Queens
2596,"Census Tract 126.01, Queens County, New York",36,081,012601,Queens
2715,"Census Tract 126.02, Queens County, New York",36,081,012602,Queens
2212,"Census Tract 128, Queens County, New York",36,081,012800,Queens
1757,"Census Tract 130, Queens County, New York",36,081,013000,Queens
1919,"Census Tract 132, Queens County, New York",36,081,013200,Queens
5904,"Census Tract 134, Queens County, New York",36,081,013400,Queens
1526,"Census Tract 135, Queens County, New York",36,081,013500,Queens
1994,"Census Tract 136, Queens County, New York",36,081,013600,Queens
1747,"Census Tract 137, Queens County, New York",36,081,013700,Queens
3785,"Census Tract 138, Queens County, New York",36,081,013800,Queens
3952,"Census Tract 140, Queens County, New York",36,081,014000,Queens
1645,"Census Tract 141, Queens County, New York",36,081,014100,Queens
4702,"Census Tract 142.01, Queens County, New York",36,081,014201,Queens
2870,"Census Tract 142.02, Queens County, New York",36,081,014202,Queens
4007,"Census Tract 143, Queens County, New York",36,081,014300,Queens
2005,"Census Tract 144, Queens County, New York",36,081,014400,Queens
2368,"Census Tract 145, Queens County, New York",36,081,014500,Queens
2933,"Census Tract 147, Queens County, New York",36,081,014700,Queens
2186,"Census Tract 148, Queens County, New York",36,081,014800,Queens
2477,"Census Tract 149, Queens County, New York",36,081,014900,Queens
2418,"Census Tract 150, Queens County, New York",36,081,015000,Queens
2675,"Census Tract 151, Queens County, New York",36,081,015100,Queens
2638,"Census Tract 152, Queens County, New York",36,081,015200,Queens
2131,"Census Tract 153, Queens County, New York",36,081,015300,Queens
2390,"Census Tract 154, Queens County, New York",36,081,015400,Queens
2344,"Census Tract 155, Queens County, New York",36,081,015500,Queens
3210,"Census Tract 156, Queens County, New York",36,081,015600,Queens
1655,"Census Tract 157, Queens County, New York",36,081,015700,Queens
3817,"Census Tract 158.01, Queens County, New York",36,081,015801,Queens
4607,"Census Tract 158.02, Queens County, New York",36,081,015802,Queens
4010,"Census Tract 159, Queens County, New York",36,081,015900,Queens
2291,"Census Tract 161, Queens County, New York",36,081,016100,Queens
4053,"Census Tract 163, Queens County, New York",36,081,016300,Queens
3306,"Census Tract 164, Queens County, New York",36,081,016400,Queens
3400,"Census Tract 166, Queens County, New York",36,081,016600,Queens
2764,"Census Tract 168, Queens County, New York",36,081,016800,Queens
5577,"Census Tract 169, Queens County, New York",36,081,016900,Queens
2504,"Census Tract 170, Queens County, New York",36,081,017000,Queens
36,"Census Tract 171.01, Queens County, New York",36,081,017101,Queens
27,"Census Tract 171.02, Queens County, New York",36,081,017102,Queens
2224,"Census Tract 172, Queens County, New York",36,081,017200,Queens
2423,"Census Tract 174, Queens County, New York",36,081,017400,Queens
2181,"Census Tract 176, Queens County, New York",36,081,017600,Queens
2084,"Census Tract 178, Queens County, New York",36,081,017800,Queens
986,"Census Tract 179.01, Queens County, New York",36,081,017901,Queens
124,"Census Tract 179.02, Queens County, New York",36,081,017902,Queens
1365,"Census Tract 180, Queens County, New York",36,081,018000,Queens
3836,"Census Tract 181.01, Queens County, New York",36,081,018101,Queens
3800,"Census Tract 181.02, Queens County, New York",36,081,018102,Queens
2540,"Census Tract 182, Queens County, New York",36,081,018200,Queens
6044,"Census Tract 183, Queens County, New York",36,081,018300,Queens
2174,"Census Tract 184.01, Queens County, New York",36,081,018401,Queens
2412,"Census Tract 184.02, Queens County, New York",36,081,018402,Queens
3502,"Census Tract 185.01, Queens County, New York",36,081,018501,Queens
3453,"Census Tract 185.02, Queens County, New York",36,081,018502,Queens
1802,"Census Tract 186, Queens County, New York",36,081,018600,Queens
3611,"Census Tract 187, Queens County, New York",36,081,018700,Queens
1510,"Census Tract 188, Queens County, New York",36,081,018800,Queens
3457,"Census Tract 189, Queens County, New York",36,081,018900,Queens
2445,"Census Tract 190, Queens County, New York",36,081,019000,Queens
2359,"Census Tract 192, Queens County, New York",36,081,019200,Queens
3015,"Census Tract 194, Queens County, New York",36,081,019400,Queens
3122,"Census Tract 196, Queens County, New York",36,081,019600,Queens
3682,"Census Tract 198, Queens County, New York",36,081,019800,Queens
1088,"Census Tract 199.01, Queens County, New York",36,081,019901,Queens
317,"Census Tract 199.02, Queens County, New York",36,081,019902,Queens
0,"Census Tract 199.03, Queens County, New York",36,081,019903,Queens
1693,"Census Tract 202, Queens County, New York",36,081,020200,Queens
2278,"Census Tract 204, Queens County, New York",36,081,020400,Queens
1184,"Census Tract 205, Queens County, New York",36,081,020500,Queens
2046,"Census Tract 206, Queens County, New York",36,081,020600,Queens
3513,"Census Tract 208, Queens County, New York",36,081,020800,Queens
2812,"Census Tract 212, Queens County, New York",36,081,021200,Queens
6673,"Census Tract 214, Queens County, New York",36,081,021400,Queens
2678,"Census Tract 216.01, Queens County, New York",36,081,021601,Queens
1506,"Census Tract 216.02, Queens County, New York",36,081,021602,Queens
0,"Census Tract 216.03, Queens County, New York",36,081,021603,Queens
31,"Census Tract 219, Queens County, New York",36,081,021900,Queens
6551,"Census Tract 220.01, Queens County, New York",36,081,022001,Queens
6010,"Census Tract 220.02, Queens County, New York",36,081,022002,Queens
0,"Census Tract 229, Queens County, New York",36,081,022900,Queens
1880,"Census Tract 230, Queens County, New York",36,081,023000,Queens
5264,"Census Tract 232, Queens County, New York",36,081,023200,Queens
4403,"Census Tract 235.01, Queens County, New York",36,081,023501,Queens
3373,"Census Tract 235.02, Queens County, New York",36,081,023502,Queens
3266,"Census Tract 236, Queens County, New York",36,081,023600,Queens
4863,"Census Tract 238, Queens County, New York",36,081,023800,Queens
6252,"Census Tract 240, Queens County, New York",36,081,024000,Queens
6231,"Census Tract 243, Queens County, New York",36,081,024300,Queens
5544,"Census Tract 245, Queens County, New York",36,081,024500,Queens
1,"Census Tract 246, Queens County, New York",36,081,024600,Queens
1537,"Census Tract 247, Queens County, New York",36,081,024700,Queens
5724,"Census Tract 249, Queens County, New York",36,081,024900,Queens
5818,"Census Tract 251, Queens County, New York",36,081,025100,Queens
4510,"Census Tract 253.01, Queens County, New York",36,081,025301,Queens
3013,"Census Tract 253.02, Queens County, New York",36,081,025302,Queens
3899,"Census Tract 254.01, Queens County, New York",36,081,025401,Queens
6180,"Census Tract 254.02, Queens County, New York",36,081,025402,Queens
1603,"Census Tract 255, Queens County, New York",36,081,025500,Queens
1648,"Census Tract 257, Queens County, New York",36,081,025700,Queens
2289,"Census Tract 258, Queens County, New York",36,081,025800,Queens
3542,"Census Tract 259, Queens County, New York",36,081,025900,Queens
2915,"Census Tract 260, Queens County, New York",36,081,026000,Queens
7802,"Census Tract 261, Queens County, New York",36,081,026100,Queens
1652,"Census Tract 262, Queens County, New York",36,081,026200,Queens
6631,"Census Tract 263, Queens County, New York",36,081,026300,Queens
2736,"Census Tract 264, Queens County, New York",36,081,026400,Queens
3213,"Census Tract 265.01, Queens County, New York",36,081,026501,Queens
1622,"Census Tract 265.02, Queens County, New York",36,081,026502,Queens
1949,"Census Tract 266, Queens County, New York",36,081,026600,Queens
6196,"Census Tract 267, Queens County, New York",36,081,026700,Queens
5210,"Census Tract 269.01, Queens County, New York",36,081,026901,Queens
4244,"Census Tract 269.02, Queens County, New York",36,081,026902,Queens
1960,"Census Tract 270, Queens County, New York",36,081,027000,Queens
5454,"Census Tract 271.01, Queens County, New York",36,081,027101,Queens
3112,"Census Tract 271.02, Queens County, New York",36,081,027102,Queens
2065,"Census Tract 272, Queens County, New York",36,081,027200,Queens
3673,"Census Tract 273.01, Queens County, New York",36,081,027301,Queens
4765,"Census Tract 273.02, Queens County, New York",36,081,027302,Queens
1927,"Census Tract 274, Queens County, New York",36,081,027400,Queens
6773,"Census Tract 275, Queens County, New York",36,081,027500,Queens
1365,"Census Tract 276, Queens County, New York",36,081,027600,Queens
3448,"Census Tract 277.01, Queens County, New York",36,081,027701,Queens
5196,"Census Tract 277.02, Queens County, New York",36,081,027702,Queens
2529,"Census Tract 278, Queens County, New York",36,081,027800,Queens
6358,"Census Tract 279, Queens County, New York",36,081,027900,Queens
1901,"Census Tract 280, Queens County, New York",36,081,028000,Queens
5991,"Census Tract 281, Queens County, New York",36,081,028100,Queens
1801,"Census Tract 282, Queens County, New York",36,081,028200,Queens
7523,"Census Tract 283, Queens County, New York",36,081,028300,Queens
3766,"Census Tract 284, Queens County, New York",36,081,028400,Queens
4858,"Census Tract 285, Queens County, New York",36,081,028500,Queens
6544,"Census Tract 287, Queens County, New York",36,081,028700,Queens
2940,"Census Tract 288.01, Queens County, New York",36,081,028801,Queens
1952,"Census Tract 288.02, Queens County, New York",36,081,028802,Queens
8,"Census Tract 288.03, Queens County, New York",36,081,028803,Queens
